path	sentence
common_voice_id_20762063.mp3	silakan Tulis nama anda
common_voice_id_20762084.mp3	begitu banyak kebencian di ruangan dan sedikit hati
common_voice_id_20762086.mp3	Saya makan nasi dan menghisap satu batang rokok
common_voice_id_20762087.mp3	saya membeli kamera dengan harga Rp30.000
common_voice_id_20762088.mp3	ketika dia kembali ke kamarnya cincin berlian nya telah hilang
common_voice_id_20785365.mp3	jalan yang jauh tidak ada untuk seorang sahabat dekat
common_voice_id_20785366.mp3	Tuhan memberkatimu
common_voice_id_20785367.mp3	Siapa namamu nama yang indah
common_voice_id_20785368.mp3	sudah telat Berapa lamakah
common_voice_id_20785369.mp3	Tiap hari saya mendengar berita di radio
common_voice_id_20785375.mp3	setelah tamat Universitas saya akan segera bekerja
common_voice_id_20785376.mp3	Tahun depan saya akan lulus dari universitas
common_voice_id_20785377.mp3	biar saya yang mengerjakan pekerjaan itu
common_voice_id_20785378.mp3	banyak siswa yang membeli buku itu
common_voice_id_20785379.mp3	singkirkan meja ini
common_voice_id_20857486.mp3	mulai bulan Juli hawanya akan semakin panas
common_voice_id_20857487.mp3	anak laki-laki itu malam Pak
common_voice_id_20857488.mp3	saya memesan 4 masakan di restoran
common_voice_id_20857489.mp3	kali ini aku percaya dan keluargaku pergi rekreasi di Pulau Belitung
common_voice_id_20857490.mp3	jendela sudah ditutup
common_voice_id_20857496.mp3	Bagaimana caranya kencanmu tentang Dam
common_voice_id_20857497.mp3	Nama saya hashimoto
common_voice_id_20857498.mp3	Apakah saya boleh keluar
common_voice_id_20857499.mp3	kamu lebih memilih pergi ke kebun binatang atau bioskop
common_voice_id_20857500.mp3	Saya tidak bisa pergi ke sekolah karena demam tinggi
common_voice_id_20867342.mp3	makasih
common_voice_id_20867343.mp3	saya tidak bisa menerima hadiah darimu
common_voice_id_20867344.mp3	Dia memiliki lengan dan kaki yang panjang
common_voice_id_20867346.mp3	boleh aku bawakan daging
common_voice_id_20867367.mp3	dia adalah kamu cocok di kedai kedai minum di sini
common_voice_id_20867368.mp3	tapi tidak ada buku di ruangan ini
common_voice_id_20867369.mp3	ini adalah 5
common_voice_id_20867370.mp3	Tolong buka
common_voice_id_20867371.mp3	buka ini dan cantik
common_voice_id_20879211.mp3	Apakah kamu mencuci tanganmu sebelum makan
common_voice_id_20879212.mp3	dia sekarang menulis sebuah buku
common_voice_id_20879213.mp3	Pak hayashi orang yang mana
common_voice_id_20879214.mp3	buku ini tentang perbintangan
common_voice_id_20879215.mp3	adalah penting di usia berapapun untuk takut akan Tuhan dan menghormati orang tua
common_voice_id_20879216.mp3	mereka memburu Tom
common_voice_id_20879217.mp3	kami membuat keputusan bersama
common_voice_id_20879219.mp3	Saya ingin pergi ke tempat yang orangnya sedikit
common_voice_id_20879225.mp3	lebih baik berhenti membaca buku di tempat gelap
common_voice_id_20879226.mp3	Jaga dirimu sendiri
common_voice_id_20879227.mp3	Bisakah saya berbicara dengan Tom
common_voice_id_20879228.mp3	kamu mendorong kursi roda melewati lorong
common_voice_id_20879229.mp3	nama belakang saya Ikada dan nama depan saya kazuko
common_voice_id_20879230.mp3	Setiap pagi saya membaca koran dan pergi ke perusahaan
common_voice_id_20879231.mp3	Apakah kamu juga beli di luar kota atau hanya tinggal di rumah
common_voice_id_20879232.mp3	polisi menunjukkan jalan sampai Stasiun kepada saya
common_voice_id_20879233.mp3	mereka sedang mencari kebahagiaan
common_voice_id_20879234.mp3	tidak ada orang yang sempurna
common_voice_id_20879240.mp3	Universitas ini tua dan terkenal
common_voice_id_20879241.mp3	ini surat yang penting
common_voice_id_20879242.mp3	di depan Universitas telah dibuka toko baru
common_voice_id_20879243.mp3	Aku akan memanggilmu saat makan malamnya sudah siap
common_voice_id_20879244.mp3	Saya khawatir teman terluka
common_voice_id_20879250.mp3	Saya paling suka lagu ini
common_voice_id_20879251.mp3	ayahnya meninggal tahun lalu
common_voice_id_20879252.mp3	Jangan meremehkan kekuatan ku
common_voice_id_20879253.mp3	Cepatlah atau anda akan ketinggalan kereta
common_voice_id_20879254.mp3	dia bekerja keras untuk membahagiakan anaknya
common_voice_id_20879260.mp3	Om mengerjakan suaranya sehingga tidak ada orang yang dapat mendengarnya
common_voice_id_20879261.mp3	Ayo masuk ke dalam kembali
common_voice_id_20879262.mp3	Berapa biaya sewa untuk ruangan ini
common_voice_id_20879263.mp3	jalanan sepi dari kendaraan
common_voice_id_20879264.mp3	hari Jumat lalu kita rapat di ruangan ini
common_voice_id_20879265.mp3	Mohon tunggu giliran anda
common_voice_id_20879266.mp3	lelaki yang kuat dilibatkan dalam berbagai kegiatan
common_voice_id_20879267.mp3	jangan terlambat
common_voice_id_20879268.mp3	gula menggantikan madu sebagai pemanis
common_voice_id_20879269.mp3	kan dan adik laki-lakinya
common_voice_id_20882968.mp3	jam ini harganya Rp1.500
common_voice_id_20882969.mp3	Tom tidak punya mobil
common_voice_id_20882970.mp3	Bagaimana masakan Jepang
common_voice_id_20882971.mp3	nikmati pekerjaan
common_voice_id_20882977.mp3	tinggalkan sendiri bayi itu mulai menangis
common_voice_id_20882978.mp3	Minggu lalu terus-menerus hujan
common_voice_id_20882979.mp3	tak ada apapun yang kulihat tentang dia kecuali namanya
common_voice_id_20882980.mp3	Aku tidak suka ini
common_voice_id_20882981.mp3	toleransi dapat menjadi hal buruk jika dimanfaatkan oleh orang jahat
common_voice_id_20891761.mp3	dia duduk sambil dikelilingi cucu-cucunya
common_voice_id_20891767.mp3	kau meninggalkan sekolah sejam yang lalu
common_voice_id_20891771.mp3	saya masih merasa haus
common_voice_id_20891772.mp3	ruangannya sempit
common_voice_id_20891777.mp3	silahkan Ikuti saya
common_voice_id_20891781.mp3	pada ketinggian itu dapat berubah secara cepat tanpa peringatan
common_voice_id_20891782.mp3	bisa ada pertandingan bisbol
common_voice_id_20891784.mp3	dia menolak rencana baru itu
common_voice_id_20891786.mp3	aku dalam masalah ya
common_voice_id_20891789.mp3	jalan yang jauh dari sini hingga ke sekolah
common_voice_id_20891792.mp3	perempuan saya menangis di kamar
common_voice_id_20891797.mp3	Tunggu saya tunggu sebentar
common_voice_id_20891798.mp3	Hari ini sangat panas
common_voice_id_20891799.mp3	seseorang membuat Tom melakukan hal itu
common_voice_id_20891804.mp3	yang paling Junior di kantor saya
common_voice_id_20893328.mp3	
common_voice_id_20893329.mp3	saya keluar rumah pukul 7
common_voice_id_20894812.mp3	kalau sudah pulang rumah pertama-tama saya mengerjakan pekerjaan rumah
common_voice_id_20894813.mp3	para murid memberikan Selamat menonton pada ulang tahun pacar
common_voice_id_20894814.mp3	ngambil dipecat dari pekerjaan
common_voice_id_20894815.mp3	semakin tua maka daya ingat kita akan semakin berkurang
common_voice_id_20894816.mp3	bahasa Inggrisnya membersihkan ruangan itu
common_voice_id_20899277.mp3	silakan berdiri
common_voice_id_20899278.mp3	jendela dibuka hawanya akan sedikit sejuk
common_voice_id_20899279.mp3	ini saya menerima slip gaji saya
common_voice_id_20899280.mp3	sebuah mobil berhenti di depan saya
common_voice_id_20899281.mp3	kamu tidak melihat apapun
common_voice_id_20952817.mp3	Tom merasa seperti sedang tidak belajar
common_voice_id_20952818.mp3	bila aku katakan pada Ibuku dia akan kuatir maka aku tidak berpikir untuk mengatakannya
common_voice_id_20952819.mp3	cintamu adalah semua yang aku mau
common_voice_id_20952820.mp3	itu adalah lukisan yang tua
common_voice_id_20952821.mp3	buah segar baik untuk kesehatan
common_voice_id_20952919.mp3	Pak Tanaka bekerja dengan susah payah
common_voice_id_20952920.mp3	hobiku bermain gitar
common_voice_id_20952921.mp3	saya sering bertemu pak Sasaki di stasiun
common_voice_id_20952922.mp3	Tom melihat kepada Meri
common_voice_id_20952923.mp3	siapa bersungguh-sungguh dia akan sukses
common_voice_id_20952924.mp3	karena sakit terus saya pergi ke rumah sakit
common_voice_id_20952925.mp3	kamu harus membaca petunjuk di pintu tiga kali untuk mengerti isi petunjuk itu
common_voice_id_20952927.mp3	dari rumah ke sekolah memakan waktu 1 jam dengan kereta
common_voice_id_20952928.mp3	Aku cinta kamu
common_voice_id_20952929.mp3	kubilang tidak
common_voice_id_20952930.mp3	di dalam kolam ada ikan
common_voice_id_20952931.mp3	luas ya
common_voice_id_20952932.mp3	rumah sakit di seberang stasiun
common_voice_id_20952933.mp3	Saya tinggal di apartemen yang cantik dan tenang
common_voice_id_20952934.mp3	karena bulan ini sibuk tidak ada hari luang
common_voice_id_20952935.mp3	rumahku sudah diasuransikan penuh
common_voice_id_20952936.mp3	Saya tidak punya mesin cuci lagi
common_voice_id_20952937.mp3	Saya pergi naik gunung
common_voice_id_20952938.mp3	apa angka favoritmu
common_voice_id_20952939.mp3	Saya tidak ingin memakai jas karena panas saat musim panas
common_voice_id_20952940.mp3	Iya pasti sudah berkata bohong
common_voice_id_20952941.mp3	terima kasih
common_voice_id_20952942.mp3	Saya pergi ke sekolah pada pukul 8
common_voice_id_20952943.mp3	sebelah matanya buta
common_voice_id_20952944.mp3	Maaf mana jalan menuju Stasiun yang paling singkat
common_voice_id_20952945.mp3	saya harus mengerjakan pekerjaan ini sampai malam
common_voice_id_20952946.mp3	dibandingkan rumahnya rumahku terlihat lebih kecil
common_voice_id_20952947.mp3	ini Bukan soal uang
common_voice_id_20952948.mp3	jangan kemana-mana saya akan Kembali 2 jam lagi
common_voice_id_20952949.mp3	Mengapa rumahmu begitu panjang
common_voice_id_20952950.mp3	Dia pemuda yang tinggi
common_voice_id_20952951.mp3	foto itu diambil bulan lalu
common_voice_id_20952952.mp3	apa gunung tertinggi di Amerika Utara
common_voice_id_20952953.mp3	dia harus membeli sebuah mobil bekas
common_voice_id_20952954.mp3	tidak mudah membacanya
common_voice_id_20952955.mp3	Dia terlihat bosan saat kami bercinta
common_voice_id_20952956.mp3	walaupun hujan turun Saya pergi naik sepeda
common_voice_id_20952958.mp3	dia dapat berenang dengan cepat
common_voice_id_20952959.mp3	Hari ini cuacanya buruk
common_voice_id_20952960.mp3	Saya mau ngopi 5 lembar
common_voice_id_20952961.mp3	Adam seorang pintar
common_voice_id_20952962.mp3	terkenal dengan kuil dan Vihara nya
common_voice_id_20952993.mp3	guru itu tidak keberatan menjelaskan persoalan itu lagi
common_voice_id_20952994.mp3	Iya dapat membaca kemampuan serta kekurangan lawan dengan baik
common_voice_id_20952995.mp3	Mery adalah yang paling malas di antara teman-teman sekolahnya
common_voice_id_20952997.mp3	Saya lebih suka teh daripada kopi
common_voice_id_20953036.mp3	saya melihatnya mencuci mobil
common_voice_id_20953038.mp3	pesta kemarin sangat menyenangkan
common_voice_id_20953039.mp3	pemimpin itu harus adil sekalipun dengan lawan politiknya
common_voice_id_20953041.mp3	berkuda merupakan hobi yang mahal
common_voice_id_20953070.mp3	Bagaimana kelihatannya
common_voice_id_20953075.mp3	aku pernah naik gunung Aso
common_voice_id_20953077.mp3	Mengapa kamu membutuhkan tusuk gigi ini
common_voice_id_20953096.mp3	Saya tidak punya waktu
common_voice_id_20953099.mp3	kucing yang hilang tersebut masih belum ditemukan
common_voice_id_20953100.mp3	Saya akan pergi
common_voice_id_20953101.mp3	Wajah kamu tidak asing
common_voice_id_20953102.mp3	aku baik-baik saja
common_voice_id_20953103.mp3	anak kucing itu tadi sedang minum susu di bawah meja
common_voice_id_20953104.mp3	saya berjalan kaki dari sekolah ke rumah
common_voice_id_20953105.mp3	Saya sangat khawatir dengan penyakit yang dideritanya
common_voice_id_20953113.mp3	menurut saya yang kedua
common_voice_id_20953114.mp3	orang nomor 1 sampai Nomor 10 Silakan masuk
common_voice_id_20953115.mp3	Kemarin saya menerima surat anda
common_voice_id_20953116.mp3	kopi sebagai hidangan penutup
common_voice_id_20953117.mp3	Siapa nama belakang mu
common_voice_id_20953133.mp3	ini kucing
common_voice_id_20953134.mp3	gunting itu rusak
common_voice_id_20953135.mp3	di kamar mandi tidak ada sabun
common_voice_id_20953136.mp3	Singa adalah raja rimba
common_voice_id_20953137.mp3	Apakah anda mau kue nya satu
common_voice_id_20953138.mp3	perhatian
common_voice_id_20953139.mp3	ini sekolah kami
common_voice_id_20953140.mp3	saya membeli kamus tipis
common_voice_id_20953141.mp3	mata sama tajamnya seperti lidah
common_voice_id_20953153.mp3	Saya tidak suka bunga buatan
common_voice_id_20953154.mp3	pengeras suara itu sedang diperbaiki
common_voice_id_20953155.mp3	perjalanan jauh melelahkan saya
common_voice_id_20953156.mp3	tidak sia-sia pergi ke Pulau Bali Karena Anda dapat melihat indahnya matahari terbit
common_voice_id_20953157.mp3	dia tidak dapat berjalan lagi
common_voice_id_20953161.mp3	dia terlalu bahagia
common_voice_id_20953193.mp3	Kamu dicari Pada sambungan telepon ini dari Tom
common_voice_id_20953194.mp3	Selamat makan
common_voice_id_20953196.mp3	Ayah saya seorang guru bahasa Inggris
common_voice_id_20953197.mp3	kamu harus membersihkan kamarmu
common_voice_id_20953198.mp3	Apakah anda mau makan di sini
common_voice_id_20953199.mp3	kuku patah
common_voice_id_20953200.mp3	Benarkah
common_voice_id_20953201.mp3	kemarin pertama kali saya belajar piano
common_voice_id_20953205.mp3	bahasa Serbia adalah bahasa yang indah
common_voice_id_20953208.mp3	hari ulang tahun saya tanggal 26 Agustus
common_voice_id_20953210.mp3	saya mengajar bahasa Jepang kepada orang asing
common_voice_id_20953212.mp3	dengan kata lain Anda membenci saya kan
common_voice_id_20953233.mp3	Tom tahu ada masalah
common_voice_id_20953234.mp3	merokok tidak baik untuk kesehatan
common_voice_id_20953235.mp3	Apakah rumahmu jauh
common_voice_id_20953236.mp3	Pak Matsui dan Pak Lee berteman
common_voice_id_20953237.mp3	guru itu mengumpulkan para siswa di aula
common_voice_id_20953246.mp3	Saya punya banyak koleksi perangko
common_voice_id_20953250.mp3	coba dulu aja sebelum menyerah
common_voice_id_20953256.mp3	Bagaimana hasilnya
common_voice_id_20953257.mp3	Pak Matsuri lebih pandai bermain bisbol daripada sepak bola
common_voice_id_20953258.mp3	Tolong tutup pintu lemari
common_voice_id_20953259.mp3	hidupku dalam bahaya
common_voice_id_20953260.mp3	dia telah hidup sesuai aturan Tuhan
common_voice_id_20953261.mp3	karcis diperlukan saat naik kereta
common_voice_id_20953263.mp3	Saya suka membaca buku cerita
common_voice_id_20953283.mp3	Apa yang dilakukan ayahmu
common_voice_id_20953284.mp3	Saya baru bangun 5 menit lagi saya siap
common_voice_id_20953286.mp3	saya memasukkan 20 gram gula dan 15 gram garam
common_voice_id_20953291.mp3	dia homo
common_voice_id_20953293.mp3	saya tidak bisa memakai celana ini karena kekecilan
common_voice_id_20953294.mp3	dia telah mencoba berbagai cara melangsingkan badan
common_voice_id_20953295.mp3	itu adalah tindakan kriminal kamu pasti akan dijatuhi hukuman
common_voice_id_20953296.mp3	bis itu berhenti dan kami masuk
common_voice_id_20953297.mp3	Italy adalah negara yang paling indah
common_voice_id_20953299.mp3	belajar mewarnai di kanvas
common_voice_id_20953301.mp3	Saya turun di halte berikutnya
common_voice_id_20953305.mp3	pompa air tersebut sedang dipasang
common_voice_id_20953306.mp3	Bagaimanakah makan malam kemarin
common_voice_id_20953307.mp3	Ini bukan urusanmu
common_voice_id_20953313.mp3	Kemarin saya pergi ke sungai dengan teman dan bermain bersama
common_voice_id_20953315.mp3	Apa maksud dari bintang yang ada di bendera Brasil
common_voice_id_20953319.mp3	Saya ingin menaruh sebuah tanaman hias di pojok ruangan ini
common_voice_id_20953321.mp3	Aku sudah menunggumu selama sejam
common_voice_id_20953322.mp3	Saya tidak tahu kapan dia akan kembali
common_voice_id_20953324.mp3	kita harus mencoba semua
common_voice_id_20953327.mp3	ia meminta supaya gajinya dinaikkan lagi
common_voice_id_20953331.mp3	ancaman hambatan gangguan dan tantangan
common_voice_id_20953333.mp3	Saya tidak memiliki kaitan dengan regu itu
common_voice_id_20953338.mp3	Aduh kenapa jadinya begini
common_voice_id_20953351.mp3	senja yang indah ya
common_voice_id_20953352.mp3	mata saya lelah karena saya membaca buku di ruang gelap
common_voice_id_20953353.mp3	Saya yakin kamu sudah meninggalkan kota
common_voice_id_20953354.mp3	Apa warna kesukaanmu
common_voice_id_20953355.mp3	kita harus memperhatikan rambu-rambu lalu lintas
common_voice_id_20953356.mp3	Dapatkah anda membantu saya mencarikan rumah dengan sebuah taman kecil
common_voice_id_20953357.mp3	ada terlalu banyak perabotan di ruangan ini
common_voice_id_20953359.mp3	warna ini sangat cantik
common_voice_id_20953360.mp3	saya naik bus ke sekolah tidak berjalan kaki
common_voice_id_20953361.mp3	di kamar saya ada meja tempat tidur televisi dan lain-lain
common_voice_id_20953362.mp3	disini kita bisa belajar
common_voice_id_20953364.mp3	mungkin saja terbunuh
common_voice_id_20953366.mp3	kali ini kita menang
common_voice_id_20953367.mp3	di kamar sebelah ada siapa
common_voice_id_20953388.mp3	udah Sinterklas tinggal di Kutub Utara
common_voice_id_20953389.mp3	di sebelah kiri pak Tanaka ada Pak Kimora
common_voice_id_20953391.mp3	Dimana saya bisa membeli sikat
common_voice_id_20953397.mp3	
common_voice_id_20953401.mp3	apa kamu merasakannya
common_voice_id_20953412.mp3	dulu wanita Amerika tidak punya hak pilih
common_voice_id_20953432.mp3	pada jam berapa kereta akan sampai di Yokohama
common_voice_id_20953445.mp3	mengagumkan bisa bertemu denganmu secara langsung
common_voice_id_20953452.mp3	Bagaimanapun saya tidak punya uang
common_voice_id_20953465.mp3	anak itu bilang bahwa tapi tersebut telah lenyap di dalam kabut
common_voice_id_20953467.mp3	Tom Berlaku seolah-olah tidak mendengarkan
common_voice_id_20953469.mp3	Pulau itu mudah dijangkau dengan Perahu
common_voice_id_20953472.mp3	banyak terdapat gereja di sini
common_voice_id_20953475.mp3	nama keluarga saya adalah uang
common_voice_id_20953476.mp3	merusak berarti membeli barang
common_voice_id_20953477.mp3	Saya ingin kamu baca buku ini
common_voice_id_20953504.mp3	pada hari Minggu adik laki-laki saya membaca buku dan menonton televisi
common_voice_id_20953505.mp3	oke
common_voice_id_20953507.mp3	mobil tersebut rusak
common_voice_id_20953511.mp3	kamu tidak bisa datang besok
common_voice_id_20953587.mp3	di taman ada kolam besar
common_voice_id_20953590.mp3	masakan ini menggunakan 2 butir telur
common_voice_id_20953594.mp3	Apakah orang tuamu setuju kamu menjadi pramugari
common_voice_id_20953598.mp3	keluarga saya 5 orang
common_voice_id_20953601.mp3	setiap jengkal Pulau telah dijelajahi
common_voice_id_20953689.mp3	Pak Masri dan Fadli sekelas
common_voice_id_20953690.mp3	tidak boleh memakai topi selama pelajaran
common_voice_id_20953691.mp3	karcis berlaku selama seminggu
common_voice_id_20953694.mp3	kamu kelihatan sedang bosan
common_voice_id_20953747.mp3	Minggu lalu saya pergi ke bioskop dengan Wali dan menonton film
common_voice_id_20953752.mp3	saya memberikan hadiah ulang tahun kepada ibu saya
common_voice_id_20953799.mp3	dia orang pertama yang tiba
common_voice_id_20953804.mp3	dia tidak ada apa-apanya
common_voice_id_20953807.mp3	saya tidak pernah mendengar cerita menyeramkan sepanjang hidupku
common_voice_id_20953810.mp3	Hari ini sangat menyenangkan
common_voice_id_20953811.mp3	Kukira dia sakit
common_voice_id_20953817.mp3	gratis untuk masyarakat Uni Eropa
common_voice_id_20953875.mp3	daging sapi adalah daging yang paling mahal
common_voice_id_20953887.mp3	kan biasanya kami memanggil di atas
common_voice_id_20953892.mp3	buku tulis ini berbeda dengan buku tulis saya
common_voice_id_20953895.mp3	pekerjaanku telah selesai
common_voice_id_20953901.mp3	Tambah ganteng aja sekarang pukul 7 pagi
common_voice_id_20953904.mp3	kamu adalah orang yang menanam mawar hitam pencipta
common_voice_id_20953908.mp3	Apakah kamu mengenal mereka
common_voice_id_20953937.mp3	meskipun dia telah tiada aku tetap mencintaimu lebih dari apapun juga
common_voice_id_20953947.mp3	Aku ingin minum kopi
common_voice_id_20953963.mp3	Tolong berkata saya adalah pendengar yang baik
common_voice_id_20953969.mp3	Kami ingin anda datang ke pesta kami
common_voice_id_20954002.mp3	agenda berikutnya adalah istirahat
common_voice_id_20954003.mp3	hanya 10 menitan berjalan kaki
common_voice_id_20954006.mp3	Apa yang kamu lakukan dalam beberapa bulan ini
common_voice_id_20954012.mp3	yang mana yang paling enak
common_voice_id_20954014.mp3	Saya telah menolak undangan makan malam darinya
common_voice_id_20954018.mp3	sungai itu meluap dengan cepat karena hujan deras
common_voice_id_20954044.mp3	dia bilang begitu
common_voice_id_20954045.mp3	tak perlu menurunkan berat badan 3 atau 4 kilo
common_voice_id_20954046.mp3	ngapain pada jam-jam sibuk macetan memperlambat tidak dengan saya sama
common_voice_id_20954047.mp3	Saya ingin pergi
common_voice_id_20954087.mp3	Saya berencana jalan-jalan ke luar negeri tahun depan
common_voice_id_20954090.mp3	apakah masih hujan
common_voice_id_20954091.mp3	Maaf tapi saya sibuk saat ini
common_voice_id_20954104.mp3	saat ini aku baik-baik saja di Semarang
common_voice_id_20954111.mp3	berbicara dengan orang asing sangat menyenangkan
common_voice_id_20954186.mp3	kami semua memakai seragam sekolah
common_voice_id_20954187.mp3	tidak tahu mau pergi kemana
common_voice_id_20954188.mp3	Besok saya akan pergi menonton film bersama teman
common_voice_id_20954190.mp3	ini bukan ikan
common_voice_id_20954193.mp3	kami telah tertunda oleh kemacetan lalu lintas Jadi kami harus bergegas
common_voice_id_20954194.mp3	Jagalah kebersihan kelasmu
common_voice_id_20954195.mp3	14 Mulai tahun depan Kakak laki-laki saya bekerja di bank
common_voice_id_20954231.mp3	karena sakit gigi saya tidak bisa makan apa-apa
common_voice_id_20954232.mp3	saya meletakkan buku di meja
common_voice_id_20954235.mp3	aku tidak menyukai alis
common_voice_id_20954236.mp3	ulang tahunmu semakin dekat
common_voice_id_20954237.mp3	masa kecilku menyenangkan
common_voice_id_20954285.mp3	Kapan terakhir kali kamu menari
common_voice_id_20954287.mp3	kalimat tadi bukan baru sekali diucapkan
common_voice_id_20954291.mp3	toko sayur ini menjual dengan harga murah pada tanggal 8 setiap bulan
common_voice_id_20954294.mp3	Aku kehilangan keseimbangan di jalan yang berlumpur itu
common_voice_id_20954309.mp3	burung sedang minum air
common_voice_id_20954313.mp3	jangan berdiri terlalu lama
common_voice_id_20954339.mp3	selamat liburan
common_voice_id_20954342.mp3	saya mengangkat tangan ke atas
common_voice_id_20954345.mp3	tidak tidak sakit
common_voice_id_20954442.mp3	lima menit lagi pelajaran selesai
common_voice_id_20954448.mp3	apa dia harus di ujian itu
common_voice_id_20954454.mp3	televisi tidak baik untuk mata
common_voice_id_20954455.mp3	Dapatkah kamu melihat stop
common_voice_id_20954456.mp3	Mari menolak undangan ke konser
common_voice_id_20954458.mp3	Mengapa kamu mengira bahwa atom yang melakukannya
common_voice_id_20954480.mp3	kau pergi ke boston untuk menemui
common_voice_id_20954482.mp3	alam semesta penuh dengan misteri
common_voice_id_20954485.mp3	lampu sudah dimatikan
common_voice_id_20954490.mp3	sialan
common_voice_id_20954510.mp3	toko sayur Odi murah daripada supermarket
common_voice_id_20954512.mp3	
common_voice_id_20954517.mp3	kau mengunci dirinya dalam kamar
common_voice_id_20954564.mp3	Aku ingin kertas
common_voice_id_20954565.mp3	bola sepak hidupkan pis
common_voice_id_20954566.mp3	saya pulang ke rumah
common_voice_id_20954612.mp3	mau pergi kemana musim panas ini
common_voice_id_20954614.mp3	Apakah ada orang yang bisa melafalkan kalimat ini
common_voice_id_20954620.mp3	rencananya kita akan pergi ke Estonia bulan depan
common_voice_id_20954622.mp3	hanya ibuku yang benar-benar mengerti aku
common_voice_id_20954634.mp3	kepala saya masih merasa pusing
common_voice_id_20954637.mp3	bendera ini sangat indah
common_voice_id_20954644.mp3	Tom dan Mari putus
common_voice_id_20954649.mp3	Mengapa saya harus membayar
common_voice_id_20954661.mp3	hari ini Saphira memakai baju berwarna biru
common_voice_id_20954667.mp3	ayah saya bisa berbicara bahasa Inggris dengan baik
common_voice_id_20954671.mp3	Ayo pergi ke pasar pada hari Minggu
common_voice_id_20954674.mp3	hari ini hari Minggu tetapi saya ada kerja
common_voice_id_20954678.mp3	Saya tidak ingin bertemu lagi dengannya
common_voice_id_20954684.mp3	penonton tersebut nampak bosan
common_voice_id_20954705.mp3	pemandangan dari hotel sangat indah
common_voice_id_20954706.mp3	ruangan ini bisa menampung 300 orang
common_voice_id_20954708.mp3	Saya tidak mengetahui cara penggunaan komputer ini
common_voice_id_20954722.mp3	Aku harap kau berada di dekat denganku
common_voice_id_20954724.mp3	tidak bisa saya bantu
common_voice_id_20954726.mp3	Aku sangat suka lagu ini
common_voice_id_20954729.mp3	Daffa adalah perenang tercepat dari semua teman sekelasku
common_voice_id_20954734.mp3	Terima kasih untuk pertolongan anda
common_voice_id_20954765.mp3	kami memelihara kuda-kuda kami secara bergantian
common_voice_id_20954769.mp3	Saya menunggu gosok gigi setelah makan nasi
common_voice_id_20954773.mp3	silakan memperpanjang Visa
common_voice_id_20954779.mp3	makanan dan pelayanannya baik sekali
common_voice_id_20954783.mp3	penata rambut itu ramping dan cantik
common_voice_id_20954787.mp3	Pak Mit senang dengan keberhasilan anaknya
common_voice_id_20954789.mp3	Bagaimana supaya bisa Menghafal huruf kanji
common_voice_id_20954791.mp3	Apakah Anda tinggal di sini
common_voice_id_20954805.mp3	pekerjaan saya sibuk tetapi menarik
common_voice_id_20954832.mp3	setiap bulan Saya menulis surat untuk teman di luar negeri
common_voice_id_20954842.mp3	kau mengira itu adalah solusi yang baik
common_voice_id_20954849.mp3	hati-hati jika berpergian malam hari sendirian
common_voice_id_20954851.mp3	kereta ini pergi ke Tokyo
common_voice_id_20954869.mp3	Tom berlari kembali menuruni tangga
common_voice_id_20954877.mp3	aku tidak menyentuh gitarmu
common_voice_id_20954880.mp3	majalah tidak bisa dipinjam di perpustakaan
common_voice_id_20954882.mp3	Ibu Pak Yamada sangat pandai memasak
common_voice_id_20954883.mp3	Saya besok pergi ke kedutaan
common_voice_id_20954885.mp3	karena sudah jam 7.30 saya harus keluar rumah
common_voice_id_20954887.mp3	masalahnya adalah kita tidak punya cukup uang
common_voice_id_20954888.mp3	saya tidak mengerti
common_voice_id_20954917.mp3	Iya mungkin kembali ke rumah melalui jalan lain
common_voice_id_20954921.mp3	ada masalah yang tidak kamu lihat
common_voice_id_20954922.mp3	dia bisa bicara 4 bahasa
common_voice_id_20954938.mp3	Ada yang sakit Ibuku setiap hari sibuk sekali
common_voice_id_20954939.mp3	jam inhof penggagas esperanto
common_voice_id_20954942.mp3	saya mengetahui nama binatang itu
common_voice_id_20954944.mp3	rusa itu dibunuh oleh para pemburu
common_voice_id_20954995.mp3	pemandu wisata memberitahu kami tentang kota ini
common_voice_id_20955001.mp3	Bolehkah saya memilih tempat duduk saya sendiri
common_voice_id_20955006.mp3	1 hari itu sangat singkat
common_voice_id_20955010.mp3	makanan kesukaan anda apa
common_voice_id_20955019.mp3	apa yang akan kamu berikan pada Mike di hari ulang tahunnya
common_voice_id_20955022.mp3	meletakkan sendoknya
common_voice_id_20955053.mp3	Saya belajar bahasa Jepang dengan melihat kamus
common_voice_id_20955056.mp3	mereka memeriksa Apakah ruangan itu kosong
common_voice_id_20955059.mp3	ini tidak mahal
common_voice_id_20955063.mp3	tolong tanyain dong sama dia
common_voice_id_20955087.mp3	Sekarang pukul 12 lewat
common_voice_id_20955089.mp3	kamu seharusnya malu dengan tingkah laku kamu itu
common_voice_id_20955094.mp3	Ayahku tidak merestui pernikahan kami
common_voice_id_20955095.mp3	sekolah ini pelajar asing nya banyak
common_voice_id_20955100.mp3	pesta bisa jadi sangat menyenangkan
common_voice_id_20955107.mp3	Jika masih ada sisa kopi Tolong berikan padaku
common_voice_id_20955109.mp3	Saya tidak mencari apa-apa
common_voice_id_20955110.mp3	Apa yang kamu lakukan lebih penting daripada Apa yang kamu katakan
